model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,350M,1,8192,8192,8474.848175048828,7634.3292236328125,3.0703125,44.9296875,4.0,36.0,0.03125,2.0,28.5,LanguageModelEmbedding
gpt,350M,2,8192,8192,16836.376953125,14940.364074707031,6.140625,121.859375,8.0,72.0,0.0625,4.0,28.5,LanguageModelEmbedding
gpt,350M,1,16384,16384,17129.47235107422,15334.809875488281,6.140625,89.859375,8.0,72.0,0.0625,4.0,44.5,LanguageModelEmbedding
gpt,350M,2,16384,16384,34387.96691894531,33661.541748046875,12.28125,243.71875,16.0,144.0,0.125,8.0,44.5,LanguageModelEmbedding
gpt,350M,1,32768,32768,34136.06262207031,33954.8095703125,12.28125,199.71875,16.0,208.0,0.125,8.0,76.5,LanguageModelEmbedding
gpt,350M,2,32768,32768,68678.86352539062,71438.7451171875,24.5625,489.4375,32.0,348.0,0.25,16.0,76.5,LanguageModelEmbedding
gpt,350M,1,8192,8192,8468.479919433594,11045.887756347656,226.234375,273.765625,8.15625,0.0,2.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,2,8192,8192,16990.00244140625,21130.035400390625,420.21875,611.78125,0.0625,0.0,4.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,1,16384,16384,17071.923828125,22018.865966796875,404.21875,595.78125,0.0625,0.0,4.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,2,16384,16384,33939.66064453125,42627.081298828125,840.4375,1223.5625,0.125,0.0,8.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,1,32768,32768,33898.90441894531,43865.49987792969,808.4375,1191.5625,0.125,0.0,8.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,2,32768,32768,68073.67553710938,84685.21118164062,1680.875,2449.125,0.25,0.0,16.0,1.9073486328125e-06,12.5,TELayerNormPostProcess
gpt,350M,1,8192,8192,9940.377807617188,14529.536437988281,17.0712890625,0.0,3.9921875,0.0,2.0,2.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,2,8192,8192,19381.45294189453,28090.367126464844,30.1416015625,279.8583984375,7.984375,0.0,4.0,4.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,1,16384,16384,19459.686279296875,29408.261108398438,26.1416015625,271.8583984375,7.984375,0.0,4.0,4.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,2,16384,16384,38782.78503417969,58322.10998535156,61.275390625,90.724609375,15.96875,130.0,8.0,8.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,1,32768,32768,39043.27697753906,60717.03186035156,52.2822265625,99.7177734375,15.96875,130.0,8.0,8.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,2,32768,32768,78513.56201171875,120775.87890625,120.5634765625,183.4365234375,31.9375,258.0,16.0,16.0,1.0,TELayerNormSelfAttentionDropout
gpt,350M,1,8192,8192,9623.551940917969,14333.541870117188,21.0078125,224.9921875,3.9921875,248.0,2.0,2.0,2.0,TELayerNormMlpDropout
gpt,350M,2,8192,8192,18181.73370361328,29773.414611816406,43.5126953125,234.4873046875,7.984375,246.0,4.0,4.0,2.0,TELayerNormMlpDropout
gpt,350M,1,16384,16384,18946.060180664062,28273.434448242188,43.5126953125,234.4873046875,7.984375,246.0,4.0,4.0,2.0,TELayerNormMlpDropout
gpt,350M,2,16384,16384,38503.8330078125,54895.41015625,85.0244140625,256.9755859375,15.96875,246.0,8.0,8.0,2.0,TELayerNormMlpDropout
gpt,350M,1,32768,32768,37742.38586425781,56428.54309082031,85.0244140625,74.9755859375,15.96875,204.0,8.0,8.0,2.0,TELayerNormMlpDropout
gpt,350M,2,32768,32768,75892.93823242188,113321.57592773438,168.0625,151.9375,31.9375,492.0,16.0,16.0,2.0,TELayerNormMlpDropout
